yourlist:M201512109A0638DP3L	Entry
ENSG00000163322	A0A087WXK1
ENSG00000163322	A0A087WZ78
ENSG00000163322	D6RAN3
ENSG00000163322	D6REL5
ENSG00000163322	D6RHI5
ENSG00000163322	E9PHB9
ENSG00000163322	Q6UWZ7
ENSG00000163346	F2Z2Z8
ENSG00000163346	Q5T173
ENSG00000163346	Q96AQ6
ENSG00000163348	Q5T171
ENSG00000163348	Q9BRQ0
ENSG00000163349	D6RC95
ENSG00000163349	D6RF28
ENSG00000163349	H3BLW0
ENSG00000163349	J3KP92
ENSG00000163349	Q5SQL3
ENSG00000163349	Q86Z02
ENSG00000163378	C9J4G5
ENSG00000163378	C9JQM7
ENSG00000163378	F5H225
ENSG00000163378	Q5NDL2
ENSG00000163378	Q8N329
ENSG00000163382	Q5T3I3
ENSG00000163382	Q5T3I4
ENSG00000163382	Q8NCW5
ENSG00000163393	Q8IZD6
ENSG00000163395	H7BZ61
ENSG00000163395	Q86VF2
ENSG00000163428	Q96CX6
ENSG00000163430	C9J5G4
ENSG00000163430	H7C4W4
ENSG00000163430	Q12841
ENSG00000163444	Q8IXX5
ENSG00000163453	Q16270
ENSG00000163462	A0A087WUH1
ENSG00000163462	A0A0A0MS35
ENSG00000163462	F5GYK0
ENSG00000163462	Q5VT61
ENSG00000163462	Q7Z4K8
ENSG00000163466	C9JTV5
ENSG00000163466	G5E9J0
ENSG00000163466	G5E9S7
ENSG00000163466	H7C3F9
ENSG00000163466	O15144
ENSG00000163468	B4DUR8
ENSG00000163468	E9PM09
ENSG00000163468	E9PQ35
ENSG00000163468	E9PRC8
ENSG00000163468	E9PRM9
ENSG00000163468	E9PRN0
ENSG00000163468	P49368
ENSG00000163468	Q5SZW8
ENSG00000163468	Q5SZX6
ENSG00000163468	Q5SZX9
ENSG00000163472	Q5SZW9
ENSG00000163472	Q5SZX3
ENSG00000163472	Q9BSE2
ENSG00000163481	H7C219
ENSG00000163481	Q96BH1
ENSG00000163482	C9J1B8
ENSG00000163482	C9JDA4
ENSG00000163482	H7C2A4
ENSG00000163482	H7C2I3
ENSG00000163482	H7C359
ENSG00000163482	Q9NRP7
ENSG00000163485	A0A087X173
ENSG00000163485	P30542
ENSG00000163492	A0A0A6YYF7
ENSG00000163492	B8ZZB3
ENSG00000163492	C9JR62
ENSG00000163492	E7ERF0
ENSG00000163492	Q6ZP82
ENSG00000163507	A0A087X211
ENSG00000163507	F8WAX6
ENSG00000163507	F8WF26
ENSG00000163507	Q8TCG1
ENSG00000163510	B7WP74
ENSG00000163510	Q9HCG8
ENSG00000163512	C9JGA2
ENSG00000163512	C9JVK8
ENSG00000163512	H7C1Z1
ENSG00000163512	Q9H6S1
ENSG00000163516	B8ZZS4
ENSG00000163516	C9J5H7
ENSG00000163516	C9JQZ3
ENSG00000163516	C9JS61
ENSG00000163516	C9K022
ENSG00000163516	F8WD44
ENSG00000163516	Q9H8Y5
ENSG00000163519	C9JF66
ENSG00000163519	Q6PIZ9
ENSG00000163527	Q8TCJ2
ENSG00000163530	Q7Z7J5
ENSG00000163535	C9JW92
ENSG00000163535	Q562F6
ENSG00000163536	C9JDY5
ENSG00000163536	C9JQU8
ENSG00000163536	H7C5T9
ENSG00000163536	Q99574
ENSG00000163539	B3KR06
ENSG00000163539	C9J668
ENSG00000163539	D6RBU8
ENSG00000163539	E3W994
ENSG00000163539	E7ENG2
ENSG00000163539	E7ERI8
ENSG00000163539	E7EW49
ENSG00000163539	H7C4I5
ENSG00000163539	H7C4M5
ENSG00000163539	H7C4X8
ENSG00000163539	H7C5M8
ENSG00000163539	J3KR49
ENSG00000163539	O75122
ENSG00000163541	H7C233
ENSG00000163541	P53597
ENSG00000163545	Q9H093
ENSG00000163558	P41743
ENSG00000163565	A0A0A0MRB1
ENSG00000163565	H3BM18
ENSG00000163565	H3BR65
ENSG00000163565	H3BR88
ENSG00000163565	H3BVE6
ENSG00000163565	Q16666
ENSG00000163565	X6RHM1
ENSG00000163577	C9J4W5
ENSG00000163577	C9J7B5
ENSG00000163577	F8WCJ1
ENSG00000163577	Q9GZV4
ENSG00000163584	C9JYQ9
ENSG00000163584	F8WDK8
ENSG00000163584	H0Y8C2
ENSG00000163584	Q5JWX6
ENSG00000163584	Q6P5R6
ENSG00000163590	Q5SGD2
ENSG00000163596	C9J0T2
ENSG00000163596	C9J101
ENSG00000163596	C9J1M7
ENSG00000163596	C9J5Z0
ENSG00000163596	C9J9Z8
ENSG00000163596	C9JAQ4
ENSG00000163596	C9JDK6
ENSG00000163596	C9JDM8
ENSG00000163596	C9JEN4
ENSG00000163596	C9JEP0
ENSG00000163596	C9JP49
ENSG00000163596	C9JRB6
ENSG00000163596	F8WBK1
ENSG00000163596	F8WBQ1
ENSG00000163596	Q8NDH6
ENSG00000163605	C9IZ04
ENSG00000163605	C9IZF4
ENSG00000163605	F8WCA1
ENSG00000163605	F8WDK3
ENSG00000163605	H7C559
ENSG00000163605	Q9NY27
ENSG00000163607	A0A087WUP3
ENSG00000163607	C9J0K3
ENSG00000163607	C9J8V5
ENSG00000163607	F8WBY6
ENSG00000163607	Q8N3Z3
ENSG00000163607	Q9P025
ENSG00000163608	C9J9E3
ENSG00000163608	E9PFF8
ENSG00000163608	F2Z3E4
ENSG00000163608	F8WBQ8
ENSG00000163608	F8WC60
ENSG00000163608	F8WDL7
ENSG00000163608	Q6NW34
ENSG00000163611	C9IZF0
ENSG00000163611	C9J4W3
ENSG00000163611	C9J5T2
ENSG00000163611	H7C5N4
ENSG00000163611	Q8N0Z3
ENSG00000163623	F8VWZ9
ENSG00000163623	P78426
ENSG00000163624	D6RGC8
ENSG00000163624	Q92903
ENSG00000163625	D6RJE4
ENSG00000163625	H0Y9T6
ENSG00000163625	H0YAD8
ENSG00000163625	Q8IZQ1
ENSG00000163634	A0A024R341
ENSG00000163634	F8WF22
ENSG00000163634	H7C5E3
ENSG00000163634	Q6I9Y2
ENSG00000163635	A0A0K0K1H5
ENSG00000163635	H0YAT6
ENSG00000163635	O15265
ENSG00000163636	C9J0E9
ENSG00000163636	C9J7B7
ENSG00000163636	H7C531
ENSG00000163636	Q15008
ENSG00000163637	C9JY03
ENSG00000163637	H3BNU0
ENSG00000163637	H3BRB9
ENSG00000163637	Q7Z3G6
ENSG00000163644	A0A0A0MQZ4
ENSG00000163644	Q8N3J5
ENSG00000163644	V9GY69
ENSG00000163644	V9GYI6
ENSG00000163644	V9GYS8
ENSG00000163644	V9GYZ5
ENSG00000163655	P49915
ENSG00000163659	C9JXM5
ENSG00000163659	G5E9W1
ENSG00000163659	H7C5K7
ENSG00000163659	Q7Z3E1
ENSG00000163660	C9JPL0
ENSG00000163660	H7C4G1
ENSG00000163660	Q9UK58
ENSG00000163661	P26022
ENSG00000163681	B7Z863
ENSG00000163681	B7Z964
ENSG00000163681	C9JA20
ENSG00000163681	C9JCH4
ENSG00000163681	H7BZK0
ENSG00000163681	H7BZW9
ENSG00000163681	H7C3M8
ENSG00000163681	H7C5G9
ENSG00000163681	H7C5S2
ENSG00000163681	Q14BN4
ENSG00000163682	D6RAN4
ENSG00000163682	E7ESE0
ENSG00000163682	H0Y9R4
ENSG00000163682	H0Y9V9
ENSG00000163682	P32969
ENSG00000163683	D6R9U3
ENSG00000163683	D6RDB1
ENSG00000163683	D6RGZ0
ENSG00000163683	Q96QK8
ENSG00000163684	O95059
ENSG00000163694	A0AV96
ENSG00000163694	B7Z8Z7
ENSG00000163694	D6R9D6
ENSG00000163694	D6R9M7
ENSG00000163694	D6RA49
ENSG00000163694	D6RBP6
ENSG00000163694	D6RBS9
ENSG00000163694	D6RCT1
ENSG00000163694	D6REZ6
ENSG00000163694	D6RFL5
ENSG00000163697	D6RAE0
ENSG00000163697	D6RAJ4
ENSG00000163697	D6RB00
ENSG00000163697	D6RB55
ENSG00000163697	D6RD19
ENSG00000163697	D6RDY3
ENSG00000163697	D6RGD4
ENSG00000163697	G5E9Y1
ENSG00000163697	H0Y943
ENSG00000163697	H0Y9U9
ENSG00000163697	H0YA92
ENSG00000163697	H0YAJ5
ENSG00000163697	Q92870
ENSG00000163702	A8K3Q5
ENSG00000163702	B4DI24
ENSG00000163702	C9JSZ3
ENSG00000163702	C9K0M1
ENSG00000163702	F5H4Z2
ENSG00000163702	F8WB43
ENSG00000163702	F8WC09
ENSG00000163702	F8WD65
ENSG00000163702	F8WE27
ENSG00000163702	F8WEG5
ENSG00000163702	G3V177
ENSG00000163702	Q8NAC3
ENSG00000163703	F8WBY3
ENSG00000163703	H7C2L3
ENSG00000163703	Q96HD1
ENSG00000163704	Q5FWE3
ENSG00000163710	C9JYX9
ENSG00000163710	H7C520
ENSG00000163710	H7C5D5
ENSG00000163710	Q9UKZ9
ENSG00000163714	C9J5L1
ENSG00000163714	C9JDJ7
ENSG00000163714	E7ET15
ENSG00000163714	E7EW00
ENSG00000163714	H0Y8D9
ENSG00000163714	H7C4V2
ENSG00000163714	O15042
ENSG00000163714	U3KPT1
ENSG00000163728	C9J974
ENSG00000163728	C9JBA2
ENSG00000163728	C9JCY7
ENSG00000163728	F8WDA3
ENSG00000163728	F8WDH5
ENSG00000163728	Q96N46
ENSG00000163738	A0A0C4DG60
ENSG00000163738	F8W7P9
ENSG00000163738	Q8IY64
ENSG00000163738	Q9H903
ENSG00000163743	D6RAF6
ENSG00000163743	H0YAI4
ENSG00000163743	Q96PM5
ENSG00000163754	C9J7C7
ENSG00000163754	C9J8R8
ENSG00000163754	C9JQ42
ENSG00000163754	G5E9W8
ENSG00000163754	P46976
ENSG00000163755	G5E9V4
ENSG00000163755	H7C5G2
ENSG00000163755	Q969F9
ENSG00000163762	C9J6Q4
ENSG00000163762	Q96CE8
ENSG00000163781	H0Y8I7
ENSG00000163781	I3L1F2
ENSG00000163781	Q92547
ENSG00000163785	A0A087WUK1
ENSG00000163785	A0A096LNL3
ENSG00000163785	A0A0D9SFZ4
ENSG00000163785	H0Y8A4
ENSG00000163785	H7C4P6
ENSG00000163785	P34925
ENSG00000163788	E7EUC4
ENSG00000163788	Q9NRH2
ENSG00000163798	A0A087WWF4
ENSG00000163798	A0A087X0M4
ENSG00000163798	H7C256
ENSG00000163798	Q9BWU0
ENSG00000163803	C9JYQ2
ENSG00000163803	H7BYX7
ENSG00000163803	H7BZW4
ENSG00000163803	H7C012
ENSG00000163803	H7C1D3
ENSG00000163803	H7C2A5
ENSG00000163803	Q6P1J6
ENSG00000163807	Q96AT1
ENSG00000163812	C9JIA9
ENSG00000163812	C9JNU5
ENSG00000163812	F8W6M3
ENSG00000163812	H0Y6A5
ENSG00000163812	H7C1U6
ENSG00000163812	H7C365
ENSG00000163812	Q9NYG2
ENSG00000163818	C9J0R9
ENSG00000163818	F2Z2E6
ENSG00000163818	F8WB22
ENSG00000163818	H7C488
ENSG00000163818	Q9NQ48
ENSG00000163827	Q9BYS8
ENSG00000163840	Q8TDB6
ENSG00000163848	A0A0A0MTF7
ENSG00000163848	C9J6Y6
ENSG00000163848	C9JRX0
ENSG00000163848	C9K0U4
ENSG00000163848	G5E9X2
ENSG00000163848	Q9UQR1
ENSG00000163867	O95789
ENSG00000163867	X6RCN5
ENSG00000163872	H0Y6M6
ENSG00000163872	Q9ULM3
ENSG00000163874	Q5D1E8
ENSG00000163874	R4GN17
ENSG00000163875	B1AK63
ENSG00000163875	Q9HAF1
ENSG00000163877	Q8TAD8
ENSG00000163882	C9JJJ9
ENSG00000163882	C9JLU1
ENSG00000163882	P52434
ENSG00000163888	Q96S95
ENSG00000163898	A2IBA6
ENSG00000163898	F8WE09
ENSG00000163898	H7BZL3
ENSG00000163898	H7C2X1
ENSG00000163898	Q8WWY8
ENSG00000163902	B7Z4L4
ENSG00000163902	F8WF32
ENSG00000163902	P04843
ENSG00000163904	C9IYB7
ENSG00000163904	F8WCX8
ENSG00000163904	F8WED6
ENSG00000163904	F8WED7
ENSG00000163904	F8WET6
ENSG00000163904	H7C1A0
ENSG00000163904	Q9HC62
ENSG00000163909	Q9NQ87
ENSG00000163918	C9J8M3
ENSG00000163918	C9JGY5
ENSG00000163918	C9JTT7
ENSG00000163918	C9JW34
ENSG00000163918	C9JXZ7
ENSG00000163918	C9JZI1
ENSG00000163918	F8WE44
ENSG00000163918	H7C1P0
ENSG00000163918	P35249
ENSG00000163930	C9J7L9
ENSG00000163930	F8W6N3
ENSG00000163930	F8WEY5
ENSG00000163930	H0Y8E8
ENSG00000163930	H7C4V7
ENSG00000163930	Q92560
ENSG00000163930	Q96TC6
ENSG00000163931	A0A0B4J1R6
ENSG00000163931	E9PFF2
ENSG00000163931	F8W888
ENSG00000163931	F8WAX4
ENSG00000163931	P29401
ENSG00000163932	C9J9P1
ENSG00000163932	C9JZU8
ENSG00000163932	C9K0E3
ENSG00000163932	Q05655
ENSG00000163935	C9IY64
ENSG00000163935	C9IZZ5
ENSG00000163935	C9JWI3
ENSG00000163935	Q9UHJ3
ENSG00000163938	B4DMU5
ENSG00000163938	C9JYH9
ENSG00000163938	C9JZT7
ENSG00000163938	Q9BVP2
ENSG00000163946	A0A087X0F1
ENSG00000163946	Q9UK61
ENSG00000163947	C9J586
ENSG00000163947	C9J5K8
ENSG00000163947	C9J609
ENSG00000163947	C9JNF2
ENSG00000163947	E7EU49
ENSG00000163947	E9PG37
ENSG00000163947	F8WC29
ENSG00000163947	F8WDB7
ENSG00000163947	H7C4P0
ENSG00000163947	Q9NR81
ENSG00000163956	D6REW6
ENSG00000163956	P30533
ENSG00000163960	C9JAT7
ENSG00000163960	C9JD50
ENSG00000163960	F8WB69
ENSG00000163960	H7BYF4
ENSG00000163960	O94888
ENSG00000163961	F8WD60
ENSG00000163961	Q8IYW5
ENSG00000163964	C9JF71
ENSG00000163964	C9JFU3
ENSG00000163964	C9JLT7
ENSG00000163964	F8WEJ3
ENSG00000163964	H0Y2P9
ENSG00000163964	H7C081
ENSG00000163964	H7C0F2
ENSG00000163964	Q8TBF5
ENSG00000164002	Q9H790
ENSG00000164002	X6RCL8
ENSG00000164002	X6RCY3
ENSG00000164002	X6RF29
ENSG00000164002	X6RK18
ENSG00000164002	X6RLK1
ENSG00000164008	B4DSR2
ENSG00000164008	Q9BV19
ENSG00000164008	R4GMT4
ENSG00000164022	D6R937
ENSG00000164022	Q12904
ENSG00000164024	D6RF24
ENSG00000164024	H0Y903
ENSG00000164024	H0Y955
ENSG00000164024	H0Y9L0
ENSG00000164024	H0YAI3
ENSG00000164024	P53582
ENSG00000164031	A0A087WWX2
ENSG00000164031	F2Z2L8
ENSG00000164031	H7BZG5
ENSG00000164031	H7BZK3
ENSG00000164031	H7C494
ENSG00000164031	Q8TBM8
ENSG00000164038	A0A0C4DGB3
ENSG00000164038	B7Z676
ENSG00000164038	D6R9P2
ENSG00000164038	D6RGJ7
ENSG00000164038	E9PE63
ENSG00000164038	Q86UD5
ENSG00000164039	D6R9U8
ENSG00000164039	D6RBF6
ENSG00000164039	D6RFG2
ENSG00000164039	D6RIR6
ENSG00000164039	Q9BUT1
ENSG00000164040	D3DNX8
ENSG00000164040	O15173
ENSG00000164040	U3KQ70
ENSG00000164040	U3KQM0
ENSG00000164045	C9JFR5
ENSG00000164045	C9JH94
ENSG00000164045	P30304
ENSG00000164048	B4DQF9
ENSG00000164048	C9J1J1
ENSG00000164048	C9JGA6
ENSG00000164048	F8VZ09
ENSG00000164048	Q86UQ0
ENSG00000164051	C9JPZ8
ENSG00000164051	C9JSW8
ENSG00000164051	Q96ER9
ENSG00000164053	C9IZM8
ENSG00000164053	F8WE08
ENSG00000164053	Q8WXE1
ENSG00000164062	C9JIF9
ENSG00000164062	C9JLK2
ENSG00000164062	F8WBC4
ENSG00000164062	F8WEH5
ENSG00000164062	H0YFE5
ENSG00000164062	H7C1U0
ENSG00000164062	H7C273
ENSG00000164062	H7C393
ENSG00000164062	P13798
ENSG00000164066	H0YA54
ENSG00000164066	H0YAI1
ENSG00000164066	J3QTA5
ENSG00000164066	Q9ULD6
ENSG00000164070	D6RJ96
ENSG00000164070	E9PDE8
ENSG00000164070	O95757
ENSG00000164073	E7ERQ4
ENSG00000164073	Q8NHS3
ENSG00000164074	B7WP89
ENSG00000164074	D6RD85
ENSG00000164074	D6RGX5
ENSG00000164074	Q0P651
ENSG00000164076	B4DM24
ENSG00000164076	B4DSW8
ENSG00000164076	C9J9E2
ENSG00000164076	C9JSB2
ENSG00000164076	E7ETR1
ENSG00000164076	F8WDJ4
ENSG00000164076	Q8NCB2
ENSG00000164077	A0A0A0MSQ9
ENSG00000164077	Q86VX9
ENSG00000164077	X6R3V9
ENSG00000164080	H0Y760
ENSG00000164080	Q9Y4B4
ENSG00000164081	A0A087WTU3
ENSG00000164081	C9J7N0
ENSG00000164081	C9JHH5
ENSG00000164081	C9JL43
ENSG00000164081	C9JUC3
ENSG00000164081	C9JXQ7
ENSG00000164081	Q9Y6I9
ENSG00000164088	B7XGB9
ENSG00000164088	H7C3K4
ENSG00000164088	H7C3S3
ENSG00000164088	Q96MI6
ENSG00000164093	A8MUL9
ENSG00000164093	D6RBG8
ENSG00000164093	D6RFI4
ENSG00000164093	Q99697
ENSG00000164093	U3KQ81
ENSG00000164096	Q8WVX3
ENSG00000164099	P56730
ENSG00000164111	D6RBE9
ENSG00000164111	D6RBL5
ENSG00000164111	D6RCN3
ENSG00000164111	E9PHT9
ENSG00000164111	P08758
ENSG00000164117	A0A087WZD7
ENSG00000164117	D6RIC0
ENSG00000164117	D6RJ92
ENSG00000164117	Q9NRD0
ENSG00000164124	D6R9I0
ENSG00000164124	D6R9U5
ENSG00000164124	D6RAX5
ENSG00000164124	D6RCA2
ENSG00000164124	D6RDF9
ENSG00000164124	D6RDI4
ENSG00000164124	D6RDN8
ENSG00000164124	D6RIX5
ENSG00000164124	Q7Z5S9
ENSG00000164125	A0A0G2JLI7
ENSG00000164125	K7EK71
ENSG00000164125	K7EN70
ENSG00000164125	K7ESC5
ENSG00000164125	Q6UWH4
ENSG00000164134	A0A0B4J1W3
ENSG00000164134	D6RAP7
ENSG00000164134	Q9BXJ9
ENSG00000164136	P40933
ENSG00000164142	D6RAG2
ENSG00000164142	D6RBF5
ENSG00000164142	D6RDL4
ENSG00000164142	D6RF38
ENSG00000164142	Q05DH4
ENSG00000164144	P53367
ENSG00000164151	A0A096LPH9
ENSG00000164151	Q9Y2F5
ENSG00000164161	Q96QV1
ENSG00000164162	D6R9Q5
ENSG00000164162	D6RA92
ENSG00000164162	D6RB36
ENSG00000164162	D6RD74
ENSG00000164162	Q9UM13
ENSG00000164163	D6R9I9
ENSG00000164163	D6RGF4
ENSG00000164163	H0Y990
ENSG00000164163	P61221
ENSG00000164164	D6RA27
ENSG00000164164	D6RI06
ENSG00000164164	Q01804
ENSG00000164167	P62312
ENSG00000164168	A0A0C4DGC8
ENSG00000164168	H0Y8I5
ENSG00000164168	Q9NVA4
ENSG00000164169	D6REN0
ENSG00000164169	Q6P2P2
ENSG00000164172	E9PKT9
ENSG00000164172	O96007
ENSG00000164172	O96033
ENSG00000164182	D6RA56
ENSG00000164182	H0YA50
ENSG00000164182	Q8N183
ENSG00000164187	Q68DH5
ENSG00000164188	D6RCM9
ENSG00000164188	Q86VV4
ENSG00000164190	A2RRA7
ENSG00000164190	H0Y8M3
ENSG00000164190	Q6KC79
ENSG00000164197	D6RE88
ENSG00000164197	Q86T96
ENSG00000164219	P53609
ENSG00000164221	D6RF76
ENSG00000164221	Q8NEF3
ENSG00000164241	A6NC05
ENSG00000164241	U3KPR6
ENSG00000164241	U3KQ05
ENSG00000164241	U3KQB8
ENSG00000164241	U3KQR4
ENSG00000164244	Q96M27
ENSG00000164252	H0Y8F8
ENSG00000164252	Q8N302
ENSG00000164253	A0A0C4DG28
ENSG00000164253	B4DHS8
ENSG00000164253	B4DK73
ENSG00000164253	D6R9E7
ENSG00000164253	D6R9M1
ENSG00000164253	D6RA22
ENSG00000164253	D6RB94
ENSG00000164253	D6RBY6
ENSG00000164253	D6RE66
ENSG00000164253	D6RGW4
ENSG00000164253	D6RH33
ENSG00000164253	D6RIX6
ENSG00000164253	D6RJA5
ENSG00000164253	H0Y9Z3
ENSG00000164253	H0YAA3
ENSG00000164253	H0YAI6
ENSG00000164253	Q9HAD4
ENSG00000164258	D6R916
ENSG00000164258	D6REP1
ENSG00000164258	D6RI09
ENSG00000164258	H0Y9M8
ENSG00000164258	O43181
ENSG00000164284	D6RGI6
ENSG00000164284	Q8TAA5
ENSG00000164294	E7ETY7
ENSG00000164294	J3KNB5
ENSG00000164294	Q8TED1
ENSG00000164296	Q17RP2
ENSG00000164300	A0A0A0MTB0
ENSG00000164300	A0A0J9YYI4
ENSG00000164300	D6RHG7
ENSG00000164300	Q86VE9
ENSG00000164304	D6R9A7
ENSG00000164304	D6RCC6
ENSG00000164304	E7EUJ7
ENSG00000164304	Q8TC20
ENSG00000164305	A0A087WU32
ENSG00000164305	A8MVM1
ENSG00000164305	C9JXR7
ENSG00000164305	P42574
ENSG00000164306	A0A0A0MTC0
ENSG00000164306	D3DP56
ENSG00000164306	D6R908
ENSG00000164306	D6R971
ENSG00000164306	H0Y9N8
ENSG00000164306	Q96LW4
ENSG00000164307	D6RAL9
ENSG00000164307	H0Y9X5
ENSG00000164307	Q9NZ08
ENSG00000164308	D6RF46
ENSG00000164308	D6RGW0
ENSG00000164308	H0Y9X9
ENSG00000164308	H0YAL8
ENSG00000164308	Q6P179
ENSG00000164323	A0A0A0MQZ5
ENSG00000164323	D6RDU8
ENSG00000164323	Q9P2B7
ENSG00000164327	D6R9S6
ENSG00000164327	Q6R327
ENSG00000164331	D6RBK8
ENSG00000164331	Q9H9E1
ENSG00000164332	Q8WVY7
ENSG00000164338	D6RF65
ENSG00000164338	H0Y8P4
ENSG00000164338	Q8TED0
ENSG00000164346	A0A0A0MQZ6
ENSG00000164346	H0YAI9
ENSG00000164346	O95478
ENSG00000164347	D6RAL1
ENSG00000164347	D6RF75
ENSG00000164347	Q969S9
ENSG00000164366	D6R9R2
ENSG00000164366	Q96BQ5
ENSG00000164403	A6NN40
ENSG00000164403	C9JXU1
ENSG00000164403	Q2M3G4
ENSG00000164405	O14949
ENSG00000164430	Q8N884
ENSG00000164434	O15540
ENSG00000164442	A0A0A0MTM3
ENSG00000164442	Q99967
ENSG00000164465	H0Y4G4
ENSG00000164465	Q8N8Z6
ENSG00000164466	D6RAE9
ENSG00000164466	D6RDG7
ENSG00000164466	D6RFI0
ENSG00000164466	H0Y9J5
ENSG00000164466	Q9H9B4
ENSG00000164466	S4R2X2
ENSG00000164488	Q5SW24
ENSG00000164494	Q5JRD6
ENSG00000164494	Q86YH6
ENSG00000164506	H0Y332
ENSG00000164506	Q3B794
ENSG00000164506	Q5JRH0
ENSG00000164506	Q5T5C0
ENSG00000164509	A0A0C4DGU4
ENSG00000164509	Q8NI17
ENSG00000164520	E9PKJ6
ENSG00000164520	Q3T1D4
ENSG00000164520	Q8TD07
ENSG00000164542	C9JGM1
ENSG00000164542	C9JWZ6
ENSG00000164542	E9PE22
ENSG00000164542	Q8NCT3
ENSG00000164548	F8WEH2
ENSG00000164548	Q13595
ENSG00000164576	Q9HAJ7
ENSG00000164587	E5RH77
ENSG00000164587	H0YB22
ENSG00000164587	P62263
ENSG00000164597	Q9UP83
ENSG00000164597	U3KQU7
ENSG00000164603	H0Y6Y0
ENSG00000164603	Q1RMZ1
ENSG00000164609	A0A0C4DGD2
ENSG00000164609	E5RGM7
ENSG00000164609	E5RK41
ENSG00000164609	O95391
ENSG00000164610	C9J6V2
ENSG00000164610	Q8TA86
ENSG00000164615	D6RIW3
ENSG00000164615	P49069
ENSG00000164626	O95279
ENSG00000164631	H9KV98
ENSG00000164631	P17014
ENSG00000164638	C9IYM7
ENSG00000164638	C9JZA2
ENSG00000164638	Q7RTT9
ENSG00000164645	Q8TBZ9
ENSG00000164649	C9IZR6
ENSG00000164649	C9J8L0
ENSG00000164649	C9JFL7
ENSG00000164649	H7C1J6
ENSG00000164649	Q96GN5
ENSG00000164654	C9JAQ1
ENSG00000164654	C9JTV2
ENSG00000164654	C9JUE6
ENSG00000164654	Q9NXC5
ENSG00000164674	Q4VX76
ENSG00000164683	B4DEI9
ENSG00000164683	E5RHK6
ENSG00000164683	Q9Y5J3
ENSG00000164687	I6L8B7
ENSG00000164687	Q01469
ENSG00000164694	J3KNQ2
ENSG00000164694	Q4ZHG4
ENSG00000164707	Q9UKG4
ENSG00000164707	V9GYC7
ENSG00000164707	V9GZ66
ENSG00000164715	Q8IWU2
ENSG00000164733	E9PCB3
ENSG00000164733	E9PHZ5
ENSG00000164733	E9PID0
ENSG00000164733	E9PIS1
ENSG00000164733	E9PJ67
ENSG00000164733	E9PKQ7
ENSG00000164733	E9PKX0
ENSG00000164733	E9PL32
ENSG00000164733	E9PLY3
ENSG00000164733	E9PNL5
ENSG00000164733	E9PQM1
ENSG00000164733	E9PR00
ENSG00000164733	E9PR54
ENSG00000164733	E9PS78
ENSG00000164733	E9PSG5
ENSG00000164733	P07858
ENSG00000164733	R4GMQ5
ENSG00000164736	Q9H6I2
ENSG00000164741	A0A0J9YWS8
ENSG00000164741	E5RI70
ENSG00000164741	Q96QB1
ENSG00000164741	R4GMP5
ENSG00000164743	Q96LL4
ENSG00000164744	A0A0A0MSG9
ENSG00000164744	F8WDT4
ENSG00000164744	H7BZA7
ENSG00000164744	H7C2N0
ENSG00000164744	Q8TAQ9
ENSG00000164754	E5RFV8
ENSG00000164754	E5RFZ5
ENSG00000164754	E5RG18
ENSG00000164754	E5RI01
ENSG00000164754	E5RIN7
ENSG00000164754	E5RJK5
ENSG00000164754	E5RJW1
ENSG00000164754	O60216
ENSG00000164808	B3KP42
ENSG00000164808	B4DMX9
ENSG00000164808	E5RFY2
ENSG00000164808	E5RGV8
ENSG00000164808	E5RGX8
ENSG00000164808	E5RHG3
ENSG00000164808	E5RIB8
ENSG00000164808	E5RIU7
ENSG00000164808	E5RJJ2
ENSG00000164808	E7EVI9
ENSG00000164808	H0YBC9
ENSG00000164808	Q14159
ENSG00000164815	G3V0H0
ENSG00000164815	O43913
ENSG00000164818	E9PGY2
ENSG00000164818	H0Y650
ENSG00000164818	H7C3B1
ENSG00000164818	Q86Y56
ENSG00000164823	E5RJZ3
ENSG00000164823	Q9Y236
ENSG00000164828	C9JJU6
ENSG00000164828	C9JK55
ENSG00000164828	C9JR15
ENSG00000164828	C9JS54
ENSG00000164828	C9K051
ENSG00000164828	E9PHI4
ENSG00000164828	H0Y6N5
ENSG00000164828	H0Y742
ENSG00000164828	H7C019
ENSG00000164828	H7C2K3
ENSG00000164828	H7C3X3
ENSG00000164828	O94901
ENSG00000164830	C9JY63
ENSG00000164830	E5RFD1
ENSG00000164830	E5RII8
ENSG00000164830	E9PLW2
ENSG00000164830	H0YC07
ENSG00000164830	Q8N573
ENSG00000164855	B7WNT3
ENSG00000164855	C9J4I0
ENSG00000164855	C9JDD9
ENSG00000164855	C9JKG9
ENSG00000164855	F8W8F1
ENSG00000164855	F8WEG1
ENSG00000164855	Q6ZMB5
ENSG00000164877	Q8IY33
ENSG00000164880	H7C582
ENSG00000164880	Q8N201
ENSG00000164885	Q00535
ENSG00000164889	C9J035
ENSG00000164889	C9J459
ENSG00000164889	C9J722
ENSG00000164889	C9J9M9
ENSG00000164889	C9JVC2
ENSG00000164889	J3KNG9
ENSG00000164889	P04920
ENSG00000164896	G3V1R6
ENSG00000164896	Q14296
ENSG00000164897	C9JCW7
ENSG00000164897	C9JE12
ENSG00000164897	Q9BVT8
ENSG00000164902	Q9H814
ENSG00000164904	A0A0J9YWF7
ENSG00000164904	A0A0J9YWK1
ENSG00000164904	A0A0J9YWM6
ENSG00000164904	F8VS02
ENSG00000164904	F8VVF2
ENSG00000164904	F8WD33
